"Title","Genre(s)","Developer(s)","Publisher(s)","Release date","","","Addons","Ref."
"Fade to Silence","Survival","Black Forest Games","THQ Nordic","Unreleased","Apr 30, 2019","Apr 30, 2019","",""
"Factotum 90","Puzzle","Tacs Games","Tacs Games","Unreleased","Feb 10, 2016","Feb 10, 2016","",""
"The Falconeer","Simulation","Tomas Sala","Wired Productions","Nov 10, 2020","Nov 10, 2020","Nov 10, 2020","",""
"Fall","2D Action-Adventure","Over the Moon","Over the Moon","Jul 14, 2015","Jul 14, 2015","Jul 14, 2015","",""
"Fall Part 2: Unbound","2D Action-Adventure","Over the Moon","Over the Moon","Feb 13, 2018","Feb 13, 2018","Feb 13, 2018","",""
"Fall Guys: Ultimate Knockout","Battle royale","Mediatonic","Devolver Digital","Jun 21, 2022","Jun 21, 2022","Jun 21, 2022","",""
"Fall of Light: Darkest Edition","Action role-playing","RuneheadsStage Clear Studios","Digerati","Unreleased","Aug 14, 2018","Aug 14, 2018","",""
"Fallout 4","Action role-playing","Bethesda Game Studios","Bethesda Softworks","Dec 17, 2015","Nov 10, 2015","Nov 10, 2015","X  FPSB",""
"Fallout 76","Action role-playing","Bethesda Game Studios","Bethesda Softworks","Nov 14, 2018","Nov 14, 2018","Nov 14, 2018","X  FPSB",""
"Fantasia: Music Evolved","Musicrhythmmotion controlled","Harmonix","Disney Interactive Studios","Apr 23, 2015","Oct 21, 2014","Oct 24, 2014","K",""
"Far: Lone Sails","Adventure","Okomotive","Mixtvision Digital","Apr 2, 2019","Apr 2, 2019","Apr 2, 2019","",""
"Far Cry 3 Classic","First-person shooteropen world","Ubisoft","Ubisoft","Jun 26, 2018","Jun 26, 2018","Jun 26, 2018","X",""
"Far Cry 4","First-person shooteropen world","Ubisoft Montreal","Ubisoft","Jan 29, 2015","Nov 18, 2014","Nov 18, 2014","FPSB",""
"Far Cry 5","First-person shooteropen world","Ubisoft Montreal","Ubisoft","Mar 27, 2018","Mar 27, 2018","Mar 27, 2018","",""
"Far Cry 6","First-person shooter","Ubisoft Toronto","Ubisoft","Oct 7, 2021","Oct 7, 2021","Oct 7, 2021","",""
"Far Cry Primal","Actionadventureopen world","Ubisoft Montreal","Ubisoft","Feb 23, 2016","Feb 23, 2016","Feb 23, 2016","",""
"Far-Out","Adventure","Escapism Softworks","Escapism Softworks","Jan 17, 2020","Jan 17, 2020","Jan 17, 2020","",""
"Farm Together","Strategy & Simulation, Casual","Milkstone Studios","Milkstone Studios","Jan 18, 2019","Jan 18, 2019","Jan 18, 2019","",""
"Farmer's Dynasty","Simulation","Toplitz Productions","Bigben Interactive","Unreleased","Nov 21, 2019","Nov 21, 2019","",""
"Farming Simulator 15","Strategy & Simulation","Giants Software","Focus Home Interactive","Unreleased","May 19, 2015","May 19, 2015","",""
"Farming Simulator 17","Strategy & Simulation","Giants Software","Focus Home Interactive","Unreleased","Oct 25, 2016","Oct 25, 2016","X",""
"Farming Simulator 19","Strategy & Simulation","Giants Software","Focus Home Interactive","Unreleased","Nov 20, 2018","Nov 20, 2018","",""
"Fat City","Action, Puzzle","Heavy Iron Studios","Heavy Iron Studios","Unreleased","Oct 2, 2015","Oct 2, 2015","","[58]"
"Fatal Frame: Maiden of Black Water","Survival horror","Koei Tecmo","Koei Tecmo","Oct 28, 2021","Oct 28, 2021","Oct 28, 2021","",""
"Fe","Adventure","Zoink","Electronic Arts","Feb 16, 2018","Feb 16, 2018","Feb 16, 2018","X",""
"Fear Effect Reinvented","Action-adventure","Sushee","Square Enix Collective","TBA","TBA","TBA","",""
"Fear Effect Sedna","Role-playing, third-person shooter","Forever Entertainment","Square Enix Collective","Mar 6, 2018","Mar 6, 2018","Mar 6, 2018","",""
"Fearful Symmetry & The Cursed Prince","Puzzle","Gamera Interactive","Soedesco","Dec 12, 2017","Dec 12, 2017","Dec 12, 2017","PA",""
"Feist","Platform, puzzle","Bits & Beasts","Finji Games","Dec 13, 2016","Dec 13, 2016","Dec 13, 2016","",""
"Felix the Reaper","Puzzle","Kong Orange","Daedalic Entertainment","Oct 16, 2019","Oct 17, 2019","Oct 16, 2019","",""
"Fell Seal: Arbiter's Mark","Tactics role-playing","6 Eyes Studio","1C Company","Unreleased","Apr 30, 2019","Apr 30, 2019","",""
"Fenix Furia","Platform","Green Lava Studios","Reverb Triple XP","Jun 7, 2016","Jun 7, 2016","Jun 7, 2016","","[59]"
"Feral Fury","Action, adventure, shooter","Skandivania Games","Skandivania Games","Aug 29, 2017","Aug 29, 2017","Aug 29, 2017","",""
"Fermi's Path","Platform","GameArt Studio","GameArt Studio","Unreleased","Sep 25, 2015","Unreleased","","[60]"
"Feudal Alloy","Metroidvania","Attu Games","Attu Games","May 15, 2019","May 15, 2019","May 15, 2019","","[61]"
"Fibbage: The Hilarious Bluffing Party Game","Party","Jackbox Games","Jackbox Games","Unreleased","Aug 21, 2014","Unreleased","",""
"FIFA 14","Sports","EA Canada","Electronic Arts","Unreleased","Nov 19, 2013","Nov 22, 2013","",""
"FIFA 15","Sports","EA Canada","Electronic Arts","Oct 9, 2014","Sep 23, 2014","Sep 26, 2014","",""
"FIFA 16","Sports","EA Canada","Electronic Arts","Oct 8, 2015","Sep 22, 2015","Sep 25, 2015","",""
"FIFA 17","Sports","EA Canada","Electronic Arts","Sep 27, 2016","Sep 27, 2016","Sep 27, 2016","",""
"FIFA 18","Sports","EA Canada","Electronic Arts","Sep 29, 2017","Sep 29, 2017","Sep 29, 2017","X",""
"FIFA 19","Sports","EA Canada","Electronic Arts","Sep 28, 2018","Sep 28, 2018","Sep 28, 2018","X",""
"FIFA 20","Sports","EA Canada","Electronic Arts","Sep 27, 2019","Sep 27, 2019","Sep 27, 2019","",""
"FIFA 21","Sports","EA Canada","Electronic Arts","Oct 9, 2020","Oct 9, 2020","Oct 9, 2020","",""
"FIFA 22","Sports","EA Canada","Electronic Arts","Oct 1, 2021","Oct 1, 2021","Oct 1, 2021","",""
"FIFA 23","Sports","EA Canada","Electronic Arts","Sep 30, 2022","Sep 30, 2022","Sep 30, 2022","",""
"FC 24","Sports","EA Canada","Electronic Arts","Sep 29, 2023","Sep 29, 2023","Sep 29, 2023","",""
"Fight'N Rage","Fighting","SebagamedevBlitWorks","BlitWorks","Sep 27, 2019","Sep 27, 2019","Sep 27, 2019","",""
"Fighter Within","Fighting, Motion Controlled","Daoka","Ubisoft","Nov 22, 2013","Nov 22, 2013","Nov 22, 2013","K",""
"Figment","Adventure, Puzzle","Bedtime Digital Games","Bedtime Digital Games","TBA","TBA","TBA","",""
"Fimbul","Action, Hack & Slash","Zaxis Games","Eurovideo Medien","Unreleased","Feb 28, 2019","Feb 28, 2019","",""
"Final Fantasy Type-0 HD","Action role-playing","Square Enix","Square Enix","Mar 19, 2015","Mar 17, 2015","Mar 20, 2015","",""
"Final Fantasy VII","Action role-playing","Square Enix","Square Enix","Mar 26, 2019","Mar 26, 2019","Mar 26, 2019","",""
"Final Fantasy VIII","Action role-playing","Square Enix","Square Enix","Sep 3, 2019","Sep 3, 2019","Sep 3, 2019","",""
"Final Fantasy IX","Action role-playing","Square Enix","Square Enix","Feb 13, 2019","Feb 13, 2019","Feb 13, 2019","PA",""
"Final Fantasy X/X-2 HD Remaster","Action role-playing","Square Enix","Square Enix","Apr 11, 2019","Apr 16, 2019","Apr 16, 2019","X",""
"Final Fantasy XII: The Zodiac Age","Action role-playing","Square Enix","Square Enix","Apr 25, 2019","Apr 30, 2019","Apr 30, 2019","X",""
"Final Fantasy XV","Action role-playing","Square Enix","Square Enix","Nov 29, 2016","Nov 29, 2016","Nov 29, 2016","X",""
"Final Star","Shoot-em-up","Dynamic Voltage Games","Dynamic Voltage Games","Dec 20, 2018","Dec 20, 2018","Dec 20, 2018","X",""
"The Final Station","Action & Adventure, Platformer","Do My Best","TinyBuild","Sep 1, 2016","Sep 1, 2016","Sep 1, 2016","",""
"Firefighters: Airport Fire Department","Simulation","VIS-Games","United Independent Entertainment","Unreleased","Sep 27, 2017","Sep 27, 2017","",""
"Firewatch","Adventure, walking simulator","Campo Santo","Campo Santo","Sep 20, 2016","Sep 20, 2016","Sep 20, 2016","",""
"The First Tree","Platformer, Walking simulator","David Wehle","David Wehle","Nov 30, 2018","Nov 30, 2018","Nov 30, 2018","X",""
"Fishing Planet","Simulation","Fishing Planet","Fishing Planet","Unreleased","Jul 10, 2019","Jul 10, 2019","X",""
"Fishing Sim World","Simulation","Dovetail Games","Dovetail Games","Unreleased","Sep 18, 2018","Sep 18, 2018","",""
"Fission Superstar X","Roguelite Shoot-em-up","Turbo Pelvis 3000","Turbo Pelvis 3000","May 21, 2019","May 21, 2019","May 21, 2019","",""
"Five Dates","Interactive fiction","Good Gate Media","Wales Interactive","Unreleased","Nov 17, 2020","Nov 17, 2020","",""
"Five Nights at Freddy's","Horror","Scottgames","Clickteam","Nov 29, 2019","Nov 29, 2019","Nov 29, 2019","",""
"Five Nights at Freddy's 2","Horror","Scottgames","Clickteam","Nov 29, 2019","Nov 29, 2019","Nov 29, 2019","",""
"Five Nights at Freddy's 3","Horror","Scottgames","Clickteam","Nov 29, 2019","Nov 29, 2019","Nov 29, 2019","",""
"Five Nights at Freddy's 4","Horror","Scottgames","Clickteam","Nov 29, 2019","Nov 29, 2019","Nov 29, 2019","",""
"Five Nights at Freddy's: Help Wanted","Horror","Steel Wool Games","Steel Wool Games","Oct 29, 2020","Oct 29, 2020","Oct 29, 2020","",""
"Five Nights at Freddy's: Into the Pit","Horror, adventure","Mega Cat Studios","Mega Cat Studios","Sep 27, 2024","Sep 27, 2024","Sep 27, 2024","",""
"Five Nights at Freddy's: Sister Location","Horror","Scott Cawthon","Clickteam LLC USA","Jul 10, 2020","Jul 10, 2020","Jul 10, 2020","",""
"The Flame in the Flood","Survival roguelite","The Molasses Flood","The Molasses Flood","May 4, 2017","Feb 24, 2016","Feb 24, 2016","",""
"Flashback","Action-adventure","Microids","Microids","Unreleased","Nov 20, 2018","Nov 20, 2018","",""
"FlatOut 4: Total Insanity","Racing","Kylotonn","Bigben Interactive","Mar 17, 2017","Mar 17, 2017","Mar 17, 2017","",""
"Flinthook","Action Platformer, Rogue-like","Tribute Games","Tribute Games","Apr 18, 2017","Apr 18, 2017","Apr 18, 2017","",""
"Flipping Death","Puzzle Platformer","Zoink","Zoink","Unreleased","Aug 7, 2018","Aug 7, 2018","",""
"Flockers","Puzzle","Team17","Team17","Unreleased","Sep 19, 2014","Sep 19, 2014","","[62]"
"Floor Kids","Music/Rhythm game","MERJ Media","MERJ Media","Nov 27, 2018","Nov 27, 2018","Nov 27, 2018","",""
"Flutter Bombs","Shoot 'em up","Earthborn","Earthborn","Apr 11, 2019","Apr 12, 2019","Apr 11, 2019","",""
"Flying Tigers: Shadows Over China","Actionshooter","Ace Maddox","Ace Maddox","Unreleased","Jan 12, 2018","Jan 12, 2018","",""
"Fobia: St. Dinfra Hotel","Psychological horror","Pulsatrix Studios","Maximum Games","2022","2022","2022","","[63]"
"Football Game","Point & click adventure","Cloak and Dagger Games","Ratalaika Games","Nov 6, 2019","Nov 6, 2019","Nov 6, 2019","",""
"Football Manager 2021","Sports","Sports Interactive","Sega","Dec 1, 2020","Dec 1, 2020","Dec 1, 2020","",""
"Football Manager 2022","Sports","Sports Interactive","Sega","Nov 9, 2021","Nov 9, 2021","Nov 9, 2021","","[64]"
"Football Manager 2023","Sports","Sports Interactive","Sega","Nov 6, 2022","Nov 6, 2022","Nov 6, 2022","",""
"Football Manager 2024","Sports","Sports Interactive","Sega","Nov 6, 2023","Nov 6, 2023","Nov 6, 2023","",""
"Football, Tactics & Glory","Sports","CreoteamRaylight Games","Toplitz Productions","Jan 22, 2020","Jan 22, 2020","Jan 22, 2020","",""
"For Honor","Adventure","Ubisoft Montreal","Ubisoft","Mar 31, 2017","Feb 14, 2017","Feb 14, 2017","X",""
"For the King","Roguelike tactical role-playing","Ironoak Games","Curve Digital","May 10, 2019","May 10, 2019","May 10, 2019","",""
"The Forbidden Arts","Action-adventure","Stingbot Games","Stingbot Games","Aug 7, 2019","Aug 7, 2019","Aug 7, 2019","X",""
"Forced","Action-adventure","BetaDwarf","BetaDwarf","Oct 24, 2015","Oct 24, 2015","Oct 24, 2015","",""
"Foreclosed","Shooter","Antab Studio","Merge Games","Unreleased","Aug 12, 2021","Aug 12, 2021","",""
"Forgotton Anne","Adventure","ThroughLine Games","Square Enix Collective","May 15, 2018","May 15, 2018","May 15, 2018","",""
"Forma.8","Metroidvania","MixedBag","MixedBag","Unreleased","Feb 23, 2017","Feb 23, 2017","",""
"Forsaken Remastered","6DOF Shooter","Probe EntertainmentIguana GamesNight Dive Studios","Night Dive Studios","Unreleased","Jul 31, 2018","Jul 31, 2018","X",""
"Fortified","Strategy","Clapfoot Games","Clapfoot Games","Unreleased","Feb 3, 2016","Feb 3, 2016","","[11]"
"Forza Horizon 2","Racing","Playground Games","Xbox Game Studios","Oct 2, 2014","Sep 30, 2014","Oct 3, 2014","",""
"Forza Horizon 2: Presents Fast & Furious","Racing","Playground Games","Xbox Game Studios","Mar 27, 2015","Mar 27, 2015","Mar 27, 2015","",""
"Forza Horizon 3","Racing","Playground Games","Xbox Game Studios","Sep 27, 2016","Sep 27, 2016","Sep 27, 2016","PA  PC  HDR  X",""
"Forza Horizon 4","Racing","Playground Games","Xbox Game Studios","Oct 2, 2018","Oct 2, 2018","Oct 2, 2018","PA  PC  HDR  X",""
"Forza Horizon 5","Racing","Playground Games","Xbox Game Studios","Nov 9, 2021","Nov 9, 2021","Nov 9, 2021","",""
"Forza Motorsport 5","Sim racing","Turn 10 Studios","Xbox Game Studios","Sep 4, 2014","Nov 22, 2013","Nov 22, 2013","",""
"Forza Motorsport 6","Sim racing","Turn 10 Studios","Xbox Game Studios","Sep 17, 2015","Sep 15, 2015","Sep 18, 2015","",""
"Forza Motorsport 7","Sim racing","Turn 10 Studios","Xbox Game Studios","Oct 3, 2017","Oct 3, 2017","Oct 3, 2017","PA  PC  HDR  X",""
"Fossil Hunters","Action-adventure","Reptoid","Smiling Buddha Games","Unreleased","Sep 12, 2018","Sep 12, 2018","",""
"Four Sided Fantasy","Puzzle platformer","Ludo Land","Serenity Forge","Unreleased","Mar 31, 2017","Mar 31, 2017","",""
"Foxyland","Platform, Retro","Bug Studio","Ratalaika Games","Nov 27, 2019","Nov 27, 2019","Nov 27, 2019","",""
"Fractured Minds","Adventure","Sassybot","Emily MLe CortexEpiphany Games","Nov 13, 2019","Nov 14, 2019","Nov 13, 2019","",""
"Fragments of Him","Adventure","Sassybot","Sassybot","Unreleased","Jun 1, 2016","Jun 1, 2016","",""
"Frane: Dragons' Odyssey","Action role-playing","Exe Create","Kemco","Apr 5, 2019","Apr 5, 2019","Apr 5, 2019","",""
"Freakout: Calamity TV Show","Twin stick shooter","Immaterial Games","JanduSoft","Apr 17, 2020","Apr 17, 2020","Apr 17, 2020","","[65]"
"Freedom Finger","Shoot 'em up","Wide Right Interactive","Wide Right Interactive","Mar 23, 2020","Mar 24, 2020","Mar 23, 2020","",""
"Freedom Planet 2","Platform","GalaxyTrail","GalaxyTrail","TBA","TBA","TBA","",""
"FreezeME","Platformer","RNC","RNC","Unreleased","Sep 1, 2016","Sep 1, 2016","",""
"Friday Night Bullet Arena","Shooter, Arena","Red Nexus Games","Red Nexus Games","Jan 12, 2017","Jan 12, 2017","Jan 12, 2017","",""
"Friday the 13th: The Game","Horror","Gun Media","IllFonic","May 26, 2017","May 26, 2017","May 26, 2017","",""
"The Friends of Ringo Ishikawa","Beat 'em up","Yeo","Yeo","April 14, 2021","April 14, 2021","April 14, 2021","","[66]"
"Frizzy","Action & Adventure","Team Frizz","Team Frizz","Dec 23, 2015","Dec 23, 2015","Dec 23, 2015","",""
"Frost","Strategy, Survival, Deck building","Digerati","Jerome Bodin","Unreleased","Jul 20, 2018","Jul 20, 2018","",""
"Frostpunk","City-buildingsurvival","11 Bit Studios","11 Bit Studios","Oct 11, 2019","Oct 11, 2019","Oct 11, 2019","",""
"Fru","Puzzle, Platform","Through Games","Through Games","Jul 13, 2016","Jul 13, 2016","Jul 13, 2016","K",""
"Fruit Ninja Kinect 2","Motion Controlled","Halfbrick","Halfbrick","Jun 30, 2015","Mar 18, 2015","Mar 18, 2015","K",""
"Fuga: Melodies of Steel","Tactical role-playing","CyberConnect2","CyberConnect2","Jul 29, 2021","Jul 29, 2021","Jul 29, 2021","K",""
"Fuga: Melodies of Steel 2","Tactical role-playing","CyberConnect2","CyberConnect2","May 11, 2023","May 11, 2023","May 11, 2023","K",""
"Full Metal Furies","Platform","Cellar Door Games","Cellar Door Games","Jan 17, 2018","Jan 17, 2018","Jan 17, 2018","PA  PC",""
"Full Mojo Rampage","Rogue-Like","Over the Top Games","Nicalis","Jun 28, 2016","Jun 28, 2016","Jun 28, 2016","",""
"FullBlast","Shoot 'Em Up","UFO Crash Games","Ratalaika Games","Unreleased","Sep 5, 2018","Sep 5, 2018","",""
"Fumiko!","Platformer","Fumiko Game Studio","Fumiko Game Studio","Feb 23, 2018","Feb 23, 2018","Feb 23, 2018","",""
"Funk of Titans","Platform","A Crowd of Monsters","EnjoyUp","Unreleased","Jan 9, 2015","Jan 9, 2015","",""
"Furi","Action","The Game Bakers","The Game Bakers","Dec 2, 2016","Dec 2, 2016","Dec 2, 2016","",""
"Furwind","Platformer","Boonfire","JanduSoft","Jul 25, 2019","Jul 25, 2019","Jul 25, 2019","",""
"Future War: Reborn","Action, Shooter","Guangzhou Good Network Technology","E-Home Entertainment","Dec 20, 2017","Dec 20, 2017","Dec 20, 2017","",""
"G Prime Into The Rain","Strategy","Soma Games","Code-Monkeys","Unreleased","Jan 6, 2016","Unreleased","",""
"Gaijin Charenji 1: Kiss or Kill","Action","Overgame Studio","Overgame Studio","Sep 4, 2019","Sep 4, 2019","Sep 4, 2019","",""
"Galaxy of Pen & Paper +1 Edition","Role-playing","Behold Studios","Plug In Digital","Unreleased","Apr 8, 2020","Apr 8, 2020","","[67]"
"Game of Thrones: Season One","Graphic adventure","Telltale Games","Telltale Games","Unreleased","Nov 17, 2014","Nov 19, 2014","",""
"Ganbare! Super Strikers","Sports, strategy","Rese Games","Ratalaika Games","Feb 26, 2020","Feb 26, 2020","Feb 26, 2020","",""
"Gang Beasts","Party game, Fighting","Boneloaf","Double Fine Productions","Mar 27, 2019","Mar 27, 2019","Mar 27, 2019","",""
"The Gardens Between","Adventure","The Voxel Agents","The Voxel Agents","Nov 29, 2018","Nov 29, 2018","Nov 29, 2018","",""
"Garfield Kart: Furious Racing","Racing, Karting","Artefacts Studio","Anuman Interactive","Nov 7, 2019","Nov 19, 2019","Nov 7, 2019","",""
"Gas Guzzlers Extreme","Racing","Gamepires","Iceberg Interactive","Nov 4, 2016","Nov 4, 2016","Nov 4, 2016","",""
"Gato Roboto","Action & Adventure, metroidvania","Doinksoft","Devolver Digital","Apr 21, 2020","Apr 21, 2020","Apr 21, 2020","","[68]"
"Gear Gauntlet","Action & Adventure","Drop Dead Interactive","Drop Dead Interactive","Unreleased","Apr 15, 2016","Apr 15, 2016","",""
"Gears 5","Third-person shooter","The Coalition","Xbox Game Studios","Sep 10, 2019","Sep 10, 2019","Sep 10, 2019","PA  PC  HDR  X",""
"Gears Tactics","Turn-based tactics","The CoalitionSplash Damage","Xbox Game Studios","Nov 10, 2020","Nov 10, 2020","Nov 10, 2020","",""
"Gears of War 4","Third-person shooter","The Coalition","Xbox Game Studios","May 25, 2017","Oct 11, 2016","Oct 11, 2016","PA  PC  HDR  X",""
"Gears of War: Ultimate Edition","Third-person shooter","The Coalition","Xbox Game Studios","Unreleased","Aug 25, 2015","Aug 28, 2015","",""
"Gekido: Kintaro's Revenge","Beat 'em up","Naps Team","Naps Team","Unreleased","Jul 13, 2018","Jul 13, 2018","",""
"Gene Rain","Third-person shooter","Deeli Network Technology","E-Home Entertainment Development","Unreleased","Jul 24, 2016","Jul 24, 2016","X",""
"Genesis Alpha One","Shooter, Survival","Radiation Blue","Team17","Unreleased","Jan 29, 2019","Jan 29, 2019","",""
"Geometry Wars 3: Dimensions","Action-adventure","Lucid Games","Sierra Entertainment","Nov 26, 2014","Nov 26, 2014","Nov 26, 2014","",""
"Gem Smashers","Puzzle, Casual","Raylight Games","Funbox Media","Unreleased","Nov 2, 2018","Nov 2, 2018","",""
"Gemini: Heroes Reborn","Action & Adventure","Phosphor Games","Imperative Entertainment","Unreleased","Jan 19, 2016","Jan 19, 2016","",""
"Generation Zero","Survival/Shooter","Avalanche Studios","Avalanche Studios","Unreleased","Mar 26, 2019","Mar 26, 2019","X",""
"Get Even","First-person shooter","The Farm 51","Bandai Namco Entertainment","Jun 23, 2017","Jun 23, 2017","Jun 23, 2017","",""
"Ghost 1.0","Metroidvania","Francisco Tellez de Meneses","Francisco Tellez de Meneses","Jul 11, 2018","Jul 11, 2018","Jul 11, 2018","",""
"Ghost Blade HD","Scrolling shoot 'em up","HuCast Games","2Dream","Unreleased","Feb 28, 2017","Feb 28, 2017","",""
"Ghost of a Tale","Stealth adventure","Seith CG","Seith CG","Unreleased","Mar 12, 2019","Mar 12, 2019","",""
"Ghost Sweeper","Puzzle platformer","7 Raven Studios","Totalconsole","Unreleased","Apr 4, 2020","Apr 4, 2020","",""
"Ghostbusters","Action & Adventure","FireForge","Activision","Jul 12, 2016","Jul 12, 2016","Jul 12, 2016","",""
"Ghostbusters: The Video Game Remastered","Third-person shooter","Saber Interactive","Mad Dog","Oct 4, 2019","Oct 4, 2019","Oct 4, 2019","",""
"Ghosts 'n Goblins Resurrection","Platform","Capcom","Capcom","Jun 1, 2021","Jun 1, 2021","Jun 1, 2021","",""
"Ghostrunner","Actionplatform","One More Level","All in! Games505 Games","Oct 27, 2020","Oct 27, 2020","Oct 27, 2020","",""
"Ghoul Patrol","Run and gun","Dotemu","Lucasfilm Games","Unreleased","Jun 29, 2021","Jun 29, 2021","",""
"G.I. Joe: Operation Blackout","Third-person shooter","IguanaBee","GameMill Entertainment","Unreleased","Oct 13, 2020","Oct 13, 2020","",""
"Giana Sisters: Dream Runners","Platform, beat 'em up","Black Forest Games","EuroVideo Medien","Aug 19, 2015","Aug 19, 2015","Aug 19, 2015","",""
"Giana Sisters: Twisted Dreams - Director's Cut","Platform, Beat 'em up","Black Forest Games","Black Forest Games","Apr 30, 2017","Dec 12, 2014","Dec 12, 2014","",""
"Gift of Parthax","Action","Foldergeist Studios","Foldergeist Studios","Aug 21, 2019","Aug 21, 2019","Aug 21, 2019","",""
"Giga Wrecker Alt.","Platformer, Physics puzzler","Game Freak","Rising Star Games","Oct 29, 2019","May 3, 2019","May 3, 2019","",""
"Gigantosaurus: The Game","Platformer","Wildsphere","Outright Games","Mar 27, 2020","Mar 27, 2020","Mar 27, 2020","",""
"Glass Masquerade","Puzzle","Onyx LuteStage Clear Studios","Digerati","Unreleased","Feb 8, 2019","Feb 8, 2019","",""
"Glass Masquerade 2","Puzzle","Onyx LuteStage Clear Studios","Digerati","Feb 14, 2020","Feb 14, 2020","Feb 14, 2020","X",""
"Gleaner Heights","Adventure, Role-playing, Farming","Emilios Manolidis","Emilios Manolidis","Unreleased","Apr 10, 2019","Apr 10, 2019","",""
"Gnomes Garden","Casual Strategy","SPL","8Floor","Unreleased","Oct 3, 2018","Oct 3, 2018","",""
"Gnomes Garden 2","Casual Strategy","SPL","8Floor","Unreleased","Oct 30, 2018","Oct 30, 2018","",""
"Gnomes Garden 3: The Thief of Castles","Casual Strategy","SPL","8Floor","Unreleased","Jul 4, 2018","Jul 4, 2018","",""
"Gnomes Garden: New Home","Casual Strategy","SPL","8Floor","Unreleased","Nov 28, 2018","Nov 28, 2018","",""
"Gnomes Garden: Lost King","Casual Strategy","SPL","8Floor","Unreleased","Aug 23, 2019","Aug 23, 2019","",""
"Goat Simulator","Simulation","Coffee Stain Studios","Double Eleven","Apr 17, 2015","Apr 17, 2015","Apr 17, 2015","",""
"Goat Simulator: Mmore Goatz Edition","Simulation","Coffee Stain Studios","Double Eleven","Aug 26, 2015","Aug 26, 2015","Aug 26, 2015","",""
"Goatpunks","Party game, Casual","Alberto Santiago","Studio Canvas","Nov 30, 2018","Nov 30, 2018","Nov 30, 2018","X",""
"God of Light: Remastered","Puzzle","Playmous","Playmous","Oct 20, 2017","Oct 20, 2017","Oct 20, 2017","PA",""
"God's Trigger","Top-down shooter","One More Level","Techland","Unreleased","Apr 18, 2019","Apr 18, 2019","X",""
"Gods Remastered","Action","Robot RiotThe Bitmap Brothers","Robot Riot","Unreleased","Dec 4, 2018","Dec 4, 2018","",""
"Gods Will Fall","Action-adventure","Clever Beans","Deep Silver","Unreleased","Jan 29, 2021","Jan 29, 2021","",""
"Going Under","Action","Aggro Crab Games","Team17","Sep 24, 2020","Sep 24, 2020","Sep 24, 2020","","[69]"
"Golazo!","Sports","Purple Tree Studio","Klabater","Nov 27, 2019","Nov 27, 2019","Nov 27, 2019","",""
"Golem Gates","Real time strategy, collectible card game","Laser Guided Games","Digerati","Unreleased","May 31, 2019","May 31, 2019","X",""
"Goliath","Action & Adventure","Promcast Limited","E-Home Entertainment","Jun 30, 2017","Jun 30, 2017","Jun 30, 2017","",""
"The Golf Club","Sports","HB Studios","HB Studios","Aug 19, 2014","Aug 19, 2014","Aug 19, 2014","",""
"The Golf Club 2","Sports","HB Studios","HB Studios","Jun 27, 2017","Jun 27, 2017","Jun 27, 2017","",""
"The Golf Club 2019 Featuring PGA Tour","Sports","HB Studios","2K Games","Oct 5, 2018","Aug 28, 2018","Aug 28, 2018","X",""
"Golf with Your Friends","Sports","Blacklight Interative","Team17","May 18, 2020","May 19, 2020","May 18, 2020","",""
"Gone Home","Action & Adventure","The Fullbright Company","Midnight City","Unreleased","Jan 12, 2016","Feb 12, 2016","",""
"Gonner","Roguelike action-platformer","Art in Heart","Raw Fury","Sep 14, 2018","Sep 14, 2018","Sep 14, 2018","",""
"Goodbye Deponia","Point-and-click adventure","Daedalic Entertainment","Daedalic Entertainment","Jan 30, 2019","Jan 30, 2019","Jan 30, 2019","",""
"The Good Life","Role-playing","White Owls","Playism","Oct 15, 2021","Oct 15, 2021","Oct 15, 2021","PA","[70]"
"Goosebumps: The Game","Action & Adventure","WayForward Technologies","GameMill Entertainment","Oct 14, 2015","Oct 14, 2015","Oct 14, 2015","",""
"Grab the Bottle","Puzzle","Kamina Dimension","Sometimes You","Unreleased","Jun 20, 2018","Jun 20, 2018","X",""
"Grand Prix Rock 'N Racing","Racing","EnjoyUp Games","EnjoyUp Games","Unreleased","May 13, 2016","May 13, 2016","",""
"Grand Theft Auto: The Trilogy – The Definitive Edition","Action-adventure","Grove Street Games","Rockstar Games","Nov 11, 2021","Nov 11, 2021","Nov 11, 2021","",""
"Grand Theft Auto V","Action-adventure, open world","Rockstar North","Rockstar Games","Dec 11, 2014","Nov 18, 2014","Nov 18, 2014","",""
"The Grand Tour","Racing","Amazon Game Studios","Amazon","Unreleased","Jan 15, 2019","Jan 15, 2019","",""
"Grass Cutter: Mutated Lawns","Arcade action","Usanik","Sometimes You","Jul 10, 2019","Jul 10, 2019","Jul 10, 2019","X",""
"Gravel","Racing","Milestone srl","Milestone srl","Unreleased","Feb 27, 2018","Feb 27, 2018","",""
"Graveyard Keeper","Adventure, Role-playing","Lazy Bear Games","Lazy Bear Games","Unreleased","Aug 15, 2018","Aug 15, 2018","",""
"Gravity Duck","Platformer","Woblyware","Ratalaika Games","Aug 14, 2019","Aug 14, 2019","Aug 14, 2019","",""
"Gravity Heroes","Shoot 'em up","Studica Solutions","PQube","Unreleased","Jan 22, 2021","Jan 22, 2021","",""
"GreedFall","Action role-playing","Spiders","Focus Home Interactive","Sep 10, 2019","Sep 10, 2019","Sep 10, 2019","",""
