"Title","Developer","Publisher","First released","JP","EU / PAL","NA"
"Metal Saga•Metal Saga: Sajin no KusariJP","Crea-Tech","SuccessJP, AtlusNA","2005-06-09JP","✔","","✔"
"Metal Slug","SNK Playmore","SNK Playmore","2006-06-29JP","✔","",""
"Metal Slug 3","SNK Playmore","SNK PlaymoreJP, Ignition EntertainmentEU","2003-06-19JP","✔","✔",""
"Metal Slug 4","SNK Playmore","SNK PlaymoreJP, Ignition EntertainmentEU","2004-09-22JP","✔","✔",""
"Metal Slug 5","SNK Playmore","SNK PlaymoreJP, Ignition EntertainmentEU","2005-04-28JP","✔","✔","✔"
"Metal Slug 6","SNK Playmore","SNK Playmore","2006-09-14JP","✔JP, KO","",""
"Metal Slug Anthology•Metal Slug CompleteJP, KO","Terminal Reality","SNK PlaymoreJP, Ignition EntertainmentEU","2007-03-28NA","✔JP, KO","✔","✔"
"Metal Wolf REV","PrincessSoft","PrincessSoft","2006-02-23JP","✔","",""
"MetropolisMania•Machi-ing MakerJP•Simple 2000 Series Vol. 39: Boku no Machi Zukuri: Machi-ing Maker++JP","Indi","Media FactoryJP, Natsume Inc.NA, UbisoftEU","2001-09-27JP","✔","✔","✔"
"MetropolisMania 2•Machi-ing Maker 2: Zoku Boku no Machi ZukuriJP","Indi","D3 PublisherJP, Natsume Inc.NA, UbisoftEU","2006-07-13JP","✔","✔","✔"
"Mezase! Chess Champion•SuperLite 2000 Table: Mezase! Chess ChampionJP","Success","Success","2004-12-16JP","✔","",""
"Mezase! Meimon Yakyūbu 2•SuperLite 2000 Table: Mezase! Meimon Yakyūbu 2JP","Dazz","Dazz","2001-08-23JP","✔","",""
"Mezase! Super Bowler•SuperLite 2000 Sports: Mezase! Super BowlerJP","Success","Success","2005-03-10JP","✔","",""
"Mezase! Super Hustler!!•SuperLite 2000: Mezase! Super Hustler!!JP","Success","Success","2005-02-10JP","✔","",""
"Miami Vice","Atomic Planet Entertainment","Davilex Games","2004-12-03EU","","✔",""
"Michigan: Report from Hell•MichiganJP","Grasshopper Manufacture","SpikeJP, 505 Game StreetEU","2004-08-05JP","✔","✔",""
"Micro Machines","Infogrames Sheffield House","InfogramesEU, NA, AtariAU","2002-11-08EU","","✔","✔"
"Micro Machines V4","Supersonic Software","Codemasters","2006-06-27NA","","✔","✔"
"Midnight Club 3: DUB Edition","Rockstar San Diego","Rockstar Games","2005-04-11NA","","✔","✔"
"Midnight Club 3: DUB Edition Remix","Rockstar San Diego","Rockstar Games","2006-03-13NA","","✔","✔"
"Midnight Club II","Rockstar San Diego","Rockstar Games","2003-04-09NA","","✔","✔"
"Midnight Club Street Racing","Rockstar San Diego","Rockstar GamesEU, NA, SyscomJP","2000-10-25NA","✔","✔","✔"
"Midway Arcade Treasures","Midway Games","Midway Games","2003-11-17NA","","✔","✔"
"Midway Arcade Treasures 2","Midway Games","Midway Games","2004-10-11NA","","✔","✔"
"Midway Arcade Treasures 3","Midway Games","Midway Games","2005-09-27NA","","✔","✔"
"Might and Magic: Day of the Destroyer","3DO","Imagineer","2001-09-06JP","✔","",""
"Mighty Mulan","The Code Monkeys","Phoenix Games","2006EU","","✔",""
"Mike Tyson Heavyweight Boxing","Atomic Planet","Codemasters","2002-06-07EU","","✔","✔"
"Mikomai: Towa no Omoi","KID","KID","2005-09-08JP","✔","",""
"Million God","Aruze","Nippon Amuse","2002-12-26JP","✔","",""
"The Mini Bijo Keikan•Simple 2000 Series Vol. 88: The Mini Bijo KeikanJP","Daft","D3 Publisher","2005-11-10JP","✔","",""
"Mini Desktop Racing","Data Design Interactive","Metro3D","2005-07-27EU","","✔",""
"Minority Report: Everybody Runs","Treyarch","Activision","2002-11-19NA","","✔","✔"
"Mirai Shounen Conan","D3 Publisher","D3 Publisher","2005-08-25JP","✔","",""
"Missing Blue","Tonkin House","Tonkin House","2001-07-26JP","✔","",""
"Missing Parts Side A: The Tantei Stories","FOG Inc.","FOG Inc.","2003-11-27JP","✔","",""
"Missing Parts Side B: The Tantei Stories","FOG Inc.","FOG Inc.","2004-02-19JP","✔","",""
"Mission Impossible: Operation Surma","Paradigm Entertainment","Atari","2003-12-05EU","✔","✔","✔"
"Mister Mosquito","Zoom","Sony Computer EntertainmentJP, Eidos InteractiveEU, NA","2001-06-21JP","✔","✔","✔"
"Mitsu x Mitsu Drops: Love x Love Honey Life","Design Factory","Idea Factory","2006-04-06JP","✔","",""
"Mizu no Senritsu","KID","KID","2005-09-29JP","✔","",""
"Mizu no Senritsu 2: Hi no Kioku","KID","KID","2006-10-26JP","✔","",""
"Mizuiro","Interchannel","Interchannel","2002-12-26JP","✔","",""
"MLB 06: The Show","San Diego Studio","Sony Computer Entertainment","2006-02-28NA","✔KO","","✔"
"MLB 07: The Show","San Diego Studio","Sony Computer Entertainment","2007-02-26NA","✔KO","","✔"
"MLB 08: The Show","San Diego Studio","Sony Computer Entertainment","2008-03-04NA","","","✔"
"MLB 09: The Show","San Diego Studio","Sony Computer Entertainment","2009-03-03NA","","","✔"
"MLB 10: The Show","San Diego Studio","Sony Computer Entertainment","2010-03-02NA","✔KO","","✔"
"MLB 11: The Show","San Diego Studio","Sony Computer Entertainment","2011-03-08NA","✔KO","","✔"
"MLB 2004•MLB 2003JP","989 Sports","Sony Computer Entertainment","2003-03-10NA","✔","","✔"
"MLB 2005•MLB 2004JP","989 Sports","Sony Computer Entertainment","2004-03-16NA","✔","","✔"
"MLB 2006","989 Sports","Sony Computer Entertainment","2005-03-08NA","","","✔"
"MLB Power Pros•Jikkyou Powerful Major League 2JP","Konami","2K SportsNA, KonamiJP","2007-10-03NA","✔","","✔"
"MLB Power Pros 2008•Jikkyou Powerful Major League 3JP","Konami","2K SportsNA, KonamiJP, KO","2008-07-29NA","✔JP, KO","","✔"
"MLB SlugFest 20-03","Midway Games","Midway Games","2002-06-23NA","","","✔"
"MLB SlugFest 20-04","Midway Games","Midway Games","2003-03-16NA","","","✔"
"MLB SlugFest 2006","Blue Shift","Midway Games","2006-06-05NA","","","✔"
"MLB SlugFest: Loaded","Midway Games","Midway Games","2004-06-23NA","","","✔"
"Mobile Light Force 2•Shikigami no ShiroJP","Alfa System","TaitoJP, XS GamesEU, NA","2002-06-26NA","✔","✔","✔"
"Mobile Suit Gundam: Climax U.C.•Kidou Senshi Gundam: Climax U.C.JP","Bandai","Bandai","2006-03-02JP","✔","",""
"Mobile Suit Gundam: Encounters in Space•Kidou Senshi Gundam: Meguriai SoraJP","Bandai","Bandai","2003-09-04JP","✔","","✔"
"Mobile Suit Gundam: Federation vs. Zeon•Kidou Senshi Gundam: Renpou vs. Zeon DXJP","Bandai","BandaiJP, NA, InfogramesEU","2001-12-06JP","✔","✔","✔"
"Mobile Suit Gundam: Gundam vs. Zeta Gundam•Kidou Senshi Gundam: Gundam vs. Z GundamJP","Capcom","Bandai","2004-12-09JP","✔","","✔"
"Mobile Suit Gundam: Journey to Jaburo•Kidou Senshi GundamJP","Bandai","Bandai","2000-12-21JP","✔","","✔"
"Mobile Suit Gundam: The One Year War•Kidou Senshi Gundam: Ichinen SensouJP","Namco","Bandai","2005-04-07JP","✔","",""
"Mobile Suit Gundam SEED•Kidou Senshi Gundam SeedJP","Natsume Co., Ltd.","Bandai","2003-07-31JP","✔","",""
"Mobile Suit Gundam SEED: Never Ending Tomorrow•Kido Senshi Gundam Seed: Owaranai Ashita eJP","Bandai","Bandai","2004-10-07JP","✔","","✔"
"Mobile Suit Gundam Z: AEUG vs. Titans•Kidou Senshi Z Gundam: AEUG Vs. TitansJP","Capcom","Bandai","2003-12-04JP","✔","",""
"Mobile Suit Gundam: Zeonic Front•Zeonic Front: Kidou Senshi Gundam 0079JP","Bandai","Bandai","2001-09-06JP","✔","","✔"
"Moe Moe 2-Ji Daisenryaku 2","SystemSoft","SystemSoft","2010-02-04JP","✔","",""
"Moe Moe 2-Ji Daisenryaku Deluxe","SystemSoft","SystemSoft","2008-11-27JP","✔","",""
"Moekan: Moekko Company","PrincessSoft","PrincessSoft","2004-02-05JP","✔","",""
"Mojib-Ribbon","NanaOn-Sha","Sony Computer Entertainment","2003-11-20JP","✔","",""
"Mojo!","FarSight Studios","Crave Entertainment","2003-08-26NA","","✔","✔"
"Momotarou Dentetsu 11","Hudson Soft","Hudson Soft","2002-12-05JP","✔","",""
"Momotarou Dentetsu 12","Hudson Soft","Hudson Soft","2003-12-11JP","✔","",""
"Momotarou Dentetsu 15","Hudson Soft","Hudson Soft","2005-12-08JP","✔","",""
"Momotarou Dentetsu 16","Hudson Soft","Hudson Soft","2006-12-07JP","✔","",""
"Momotarou Dentetsu USA","Hudson Soft","Hudson Soft","2004-11-18JP","✔","",""
"Momotarou Dentetsu X: Kyūshū-hen mo Arubai","Hudson Soft","Hudson Soft","2001-12-13JP","✔","",""
"Monkey Turn V","Bandai","Bandai","2004-07-01JP","✔","",""
"Monochrome","KID","KID","2004-08-26JP","✔","",""
"Monochrome Factor: Cross Road","Genterprise","5pb","2008-11-27JP","✔","",""
"Monopoly","Electronic Arts","Electronic Arts","2008-10-20NA","","✔","✔"
"Monopoly Party!","Runecraft","InfogramesEU, NA, TomyJP","2002-11-11NA","✔","✔","✔"
"Monster 4x4: Masters of Metal","Ubisoft","Ubisoft","2003-11-25NA","","","✔"
"Monster Attack•Simple 2000 Series Vol. 31: The Chikyū BoueigunJP","Sandlot","D3 PublisherJP, AgetecEU","2003-06-26JP","✔","✔",""
"Monster Bass","Konami","Konami","2003-02-06JP","✔","",""
"Monster Eggs","Phoenix Games","Phoenix Games","2007-04-20EU","","✔",""
"Monster House","Artificial Mind and Movement","THQ","2006-07-18NA","✔KO","✔","✔"
"Monster Hunter","Capcom","Capcom","2004-03-11JP","✔","✔","✔"
"Monster Hunter 2","Capcom","Capcom","2006-02-16JP","✔","",""
"Monster Hunter G","Capcom","Capcom","2005-01-20JP","✔JP, KO","",""
"Monster Jam","Torus Games","Activision","2007-11-13NA","","✔","✔"
"Monster Jam: Maximum Destruction","Ubisoft","Ubisoft","2002-06-13NA","","✔","✔"
"Monster Jam: Urban Assault","Torus Games","Activision","2008-10-28NA","","✔","✔"
"Monster Lab","Backbone Entertainment","Eidos Interactive","2008-11-04NA","","✔","✔"
"Monster Rancher 3•Monster FarmJP","Tecmo","Tecmo","2001-03-22JP","✔","","✔"
"Monster Rancher 4•Monster Farm 4JP","Tecmo","Tecmo","2003-08-14JP","✔","","✔"
"Monster Rancher EVO•Monster Farm 5: Circus CaravanJP","Tecmo","Tecmo","2005-12-08JP","✔","","✔"
"Monster Trux Extreme: Arena Edition","Data Design Interactive","Metro3D","2005-03-25PAL","","✔",""
"Monster Trux Extreme: Offroad Edition","Data Design Interactive","Bold Games","2005-03-25PAL","","✔",""
"Monsters, Inc.","Artificial Mind and Movement","Sony Computer Entertainment","2002-03-19NA","","✔","✔"
"Monsters, Inc. Scare Island","Artificial Mind and Movement","Sony Computer Entertainment","2002-02-01EU","","✔",""
"Monsters vs. Aliens","Beenox","Activision","2009-03-24NA","","✔","✔"
"Moorhuhn Fun Kart 2008","Sproing Interactive","cdv Software","2008-03-26EU","","✔",""
"Morita Shogi","Yuki","Yuki","2000-03-04JP","✔","",""
"Mortal Kombat: Armageddon","Midway Games","Midway Games","2006-10-09NA","","✔","✔"
"Mortal Kombat: Deadly Alliance","Midway Games","Midway Games","2002-11-16NA","","✔","✔"
"Mortal Kombat: Deception","Midway Games","Midway Games","2004-10-04NA","","✔","✔"
"Mortal Kombat: Shaolin Monks","Midway Games","Midway Games","2005-09-16NA","","✔","✔"
"Moto X Maniac","Phoenix Games","Phoenix Games","2007-03-09EU","","✔",""
"Motocross Mania 3","Deibus Studios","2K Games","2005-04-22EU","","✔","✔"
"MotoGP","Namco","Namco","2000-10-12NA","✔","✔","✔"
"MotoGP 07","Milestone","Capcom","2007-10-01EU","✔","✔","✔"
"MotoGP 08","Milestone","Capcom","2008-10-24PAL","","✔","✔"
"MotoGP 2","Namco","Namco","2001-12-20JP","✔","✔","✔"
"MotoGP 3","Namco","Namco","2003-02-27JP","✔","✔","✔"
"MotoGP 4","Namco","Sony Computer EntertainmentEU, NamcoJP, NA","2005-05-27EU","✔","✔","✔"
"Motor Mayhem: Vehicular Combat League","Beyond Games","Infogrames","2001-06-20NA","","✔","✔"
"Motorbike King•Simple 2000 Ultimate Series Vol. 13: Kyousou! Tansha KingJP","Tamsoft","D3 PublisherJP, 505 Game StreetEU","2003-10-23JP","✔","✔",""
"Motorsiege: Warriors of Primetime","Lightspeed Games","Play It!","2003-08-29EU","","✔",""
"MotorStorm: Arctic Edge","Virtuos","Sony Computer Entertainment","2009-10-03AU","","✔","✔"
"Motto Golful Golf","Artdink","Artdink","2002-03-07JP","✔","",""
"Moujūtsukai to Oujisama","Design Factory","Idea Factory","2010-06-24JP","✔","",""
"Moujūtsukai to Oujisama: Snow Bride","Design Factory","Idea Factory","2011-02-24JP","✔","",""
"Mountain Bike Adrenaline","Fresh3D","Valcon Games","2007-10-09NA","","","✔"
"The Mouse Police","Phoenix Games","Phoenix Games","2004-03-18EU","","✔",""
"Mouse Trophy","Neko Entertainment","Bigben Interactive","2004-12-03EU","","✔",""
"Mr. Bean","Beyond Reality","Blast! Entertainment Ltd","2007-11-29EU","","✔",""
"Mr. Golf•Golful GolfJP","Artdink","Artdink, Midas Interactive Entertainment","2001-05-17JP","✔","✔",""
"MS Saga: A New Dawn•Gundam True Odyssey: Ushinawareta G no DensetsuJP","Bandai","Bandai","2005-06-30JP","✔","","✔"
"MTV's Celebrity Deathmatch","Big Ape Productions","Gotham Games","2003-10-14NA","","✔","✔"
"MTX Mototrax","Left Field Productions","Activision","2004-03-02NA","","✔","✔"
"The Mummy: The Animated Series","Asobo Studio","Hip Games","2004-10-01EU","","✔",""
"The Mummy Returns","Blitz Games","Vivendi Universal Games","2001-10-03NA","","✔","✔"
"The Mummy: Tomb of the Dragon Emperor","Eurocom","Sierra Entertainment","2008-07-22NA","","✔","✔"
"Mundial 2002 Challenge","Anco Software","EcoFilmes (now known as EcoPlay)","2001 or 2002 EU","","✔",""
"Muppets Party Cruise","Mass Media Games","TDK Mediactive","2003-11-13NA","","✔","✔"
"Murasaki no Honoo","Idea Factory","Idea Factory","2008-11-27JP","✔","",""
"Musashi: Samurai Legend•Musashiden II: Blade MasterJP","Square Enix","Square EnixJP, NA, AtariEU","2005-03-15JP","✔","✔","✔"
"Mushihimesama","Cave","Taito","2005-07-21JP","✔","",""
"The Musume Ikusei Simulation•Simple 2000 Series Vol. 36: The Musume Ikusei Simulation – Otousan to IsshoJP","Yuki","D3 Publisher","2003-10-09JP","✔","",""
"Mutsuzaki Hoshi Kikari","Chise","Chise","2006-07-27JP","✔","",""
"MVP 06: NCAA Baseball","EA Canada","Electronic Arts","2006-01-18NA","","","✔"
"MVP 07: NCAA Baseball","EA Canada","Electronic Arts","2007-02-06NA","","","✔"
"MVP Baseball 2003","EA Canada","Electronic Arts","2003-03-10NA","✔","","✔"
"MVP Baseball 2004","EA Canada","Electronic Arts","2004-03-09NA","","","✔"
"MVP Baseball 2005","EA Canada","Electronic Arts","2005-02-22NA","✔","","✔"
"MX 2002 Featuring Ricky Carmichael","Pacific Coast Power and Light","THQ","2001-07-03NA","","✔","✔"
"MX Rider","Paradigm Entertainment","Infogrames","2001-10-26EU","","✔","✔"
"MX Superfly","Pacific Coast Power and Light","THQ","2002-06-17NA","","✔","✔"
"MX Unleashed","Rainbow Studios","THQ","2004-02-17NA","","✔","✔"
"MX vs. ATV Unleashed","Rainbow Studios","THQ","2005-03-16NA","","✔","✔"
"MX vs. ATV: Untamed","Incinerator Games","THQ","2007-12-17NA","","✔","✔"
"MX World Tour: Featuring Jamie Little","Impulse Games","Crave EntertainmentNA, Play It!EU","2005-04-06NA","","✔","✔"
"My Home o Tsukurou!","Victor Interactive Software","Victor Interactive Software","2002-06-06JP","✔","",""
"My Home o Tsukurou 2! Jūjitsu! Kantan Sekkei!!","Marvelous Entertainment","Marvelous Entertainment","2006-02-23JP","✔","",""
"My Home o Tsukurou 2! Shou","Marvelous Entertainment","Marvelous Entertainment","2005-02-24JP","✔","",""
"My Horse & Me 2","Tate Interactive","Atari","2008-11-21JP","✔","",""
"My Merry May","KID","KID","2003-01-30JP","✔","",""
"My Merry Maybe","KID","KID","2003-04-24JP","✔","",""
"My Street","Idol Minds","Sony Computer Entertainment","2003-03-09NA","","✔","✔"
"Myself ; Yourself","Yeti","Yeti","2007-12-20JP","✔","",""
"Myself; Yourself: Sorezore no Finale","Yeti","Yeti","2009-05-28JP","✔","",""
"Myst III: Exile","Presto Studios","UbisoftEU, NA, Electronic ArtsJP","2002-09-22NA","✔","✔","✔"
"Mystereet","Abel Software","Yeti","2006-05-25JP","✔","",""
"Mystic Heroes•Chou Battle HoushinJP","Koei","Koei","2002-11-16JP","✔","✔","✔"
"Mystic Nights","N-Log Corporation","Sony Computer Entertainment","2005-09-29KO","✔KO","",""
"Myth Makers: Orbs of Doom","Data Design Interactive","Data Design Interactive","2008-03-14EU","","✔",""
"Myth Makers: Super Kart GP","Data Design Interactive","Data Design Interactive","2007-11-16EU","","✔",""
"Myth Makers: Trixie in Toyland","Data Design Interactive","Metro3D","2006-06-23EU","","✔",""
"NadePro!! Kisama mo Seiyū Yattemiro!","GungHo Online Entertainment","GungHo Online Entertainment","2009-10-29JP","✔","",""
"The Naked Brothers Band","Barking Lizards Technologies","THQ","2008-10-20NA","","✔AU","✔"
"Namco Museum","Mass Media Games","Namco","2001-12-04NA","","","✔"
"Namco Museum 50th Anniversary•Namco Museum Arcade Hits!JP","Digital Eclipse","NamcoJP, NA, Electronic ArtsEU","2005-08-30NA","✔","✔","✔"
"Namco X Capcom","Monolith Soft","Namco","2005-05-26JP","✔","",""
"namCollection","Namco","Namco","2005-07-21JP","✔","",""
"Nana","Konami","Konami","2005-03-17JP","✔","",""
"Nanatsuiro * Drops Pure!!","MediaWorks","MediaWorks","2007-09-20JP","✔","",""
"Nankuro•SuperLite 2000 Puzzle: NankuroJP","Success","Success","2003-10-09JP","✔","",""
"Nano Breaker","Konami","Konami","2005-01-27JP","✔","✔","✔"
"Naraku no Shiro","Fog Inc.","Nippon Ichi Software","2008-03-06JP","✔","",""
"Narc","VIS Entertainment","Midway Games","2005-03-22NA","","","✔"
"Naruto Shippuden: Ultimate Ninja 4•Naruto Shippūden: Narutimate AccelJP•Ultimate Ninja 4: Naruto ShippudenPAL","CyberConnect2","Namco Bandai GamesJP, NA, AtariPAL","2007-04-05JP","✔","✔","✔"
"Naruto Shippuden: Ultimate Ninja 5•Naruto Shippūden: Narutimate Accel 2JP","Cyberconnect2","Namco Bandai Games","2007-12-20JP","✔","✔",""
"Naruto: Ultimate Ninja•Naruto: Narutimate HeroJP, KO","Cyberconnect2","Namco Bandai GamesJP, NA, AtariPAL","2003-10-23JP","✔JP, KO","✔","✔"
"Naruto: Ultimate Ninja 2•Naruto: Narutimate Hero 2JP","Cyberconnect2","Namco Bandai GamesEU, JP, NA, AtariAU","2004-09-30JP","✔","✔","✔"
"Naruto: Ultimate Ninja 3•Naruto: Narutimate Hero 3JP","Cyberconnect2","Namco Bandai GamesJP, NA, AtariPAL","2005-12-22JP","✔","✔","✔"
"Naruto: Uzumaki Chronicles•Naruto: Uzumaki NindenJP","Racjin","Namco Bandai GamesJP, NA, AtariPAL","2005-08-18JP","✔","✔","✔"
"Naruto: Uzumaki Chronicles 2•Naruto: Konoha SpiritsJP, KO","Racjin","Namco Bandai GamesJP, KO, NA, AtariPAL","2006-11-16JP","✔JP, KO","✔","✔"
"NASCAR 06: Total Team Control","EA Tiburon","Electronic Arts","2005-08-30NA","","✔","✔"
"NASCAR 07","EA Tiburon","Electronic Arts","2006-09-06NA","","✔","✔"
"NASCAR 08","EA Tiburon","EA Sports","2007-07-23NA","","✔","✔"
"NASCAR 09","EA Tiburon","EA Sports","2008-06-10NA","","✔","✔"
"NASCAR 2001","EA Sports","EA Sports","2000-11-06NA","","","✔"
"NASCAR 2005: Chase for the Cup","EA Tiburon","Electronic Arts","2004-08-31NA","","","✔"
"NASCAR: Dirt to Daytona","Monster Games","Infogrames","2002-11-11NA","","","✔"
"NASCAR Heat 2002","Monster Games","Infogrames","2001-06-18NA","","","✔"
"NASCAR Thunder 2002","EA Tiburon","Electronic Arts","2001-10-15NA","","","✔"
"NASCAR Thunder 2003","EA Sports","Electronic Arts","2002-09-29NA","","","✔"
"NASCAR Thunder 2004","EA Tiburon","Electronic Arts","2003-09-16NA","","","✔"
"National Geographic: Safari Adventures Africa•Safari Adventures AfricaAU","Blast! Entertainment Ltd","Blast! Entertainment Ltd","2007-10-05EU","","✔",""
"Natsu Shoujo: Promised Summer","Success","Success","2004-07-29JP","✔","",""
